"Name","Season","GamesPlayed","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"NOP","2016-17",82,1490,731,75,111,71,45,57,45,55,61,2,0,0,19,1578
"CHI","2016-17",82,1455,704,97,104,80,40,69,30,30,40,2,0,0,21,1541
"CLE","2016-17",82,1486,739,83,90,90,56,105,40,49,51,0,0,0,9,1688
"CHA","2015-16",82,1487,778,93,99,101,30,113,49,40,35,1,0,0,21,1665
"ATL","2015-16",82,1570,774,99,77,65,58,75,49,44,51,2,0,0,18,1500
"DAL","2016-17",82,1567,770,93,91,87,21,131,84,134,101,2,0,0,13,1590
"DEN","2016-17",82,1567,759,104,112,86,52,50,43,64,75,3,0,0,21,1651
"ATL","2004-05",82,2009,933,120,0,164,0,0,0,0,0,5,0,0,25,0
"BOS","2004-05",82,2000,1004,95,0,170,0,0,0,0,0,2,0,0,29,0
"CLE","2004-05",82,1850,854,143,0,139,0,1,0,0,0,2,0,0,13,1
"HOU","2018-19",82,1803,793,148,89,103,39,87,57,0,0,3,0,0,15,1640
"MIA","2018-19",82,1712,791,119,109,139,38,82,39,0,0,3,0,0,14,1649
"MEM","2018-19",82,1801,803,115,112,110,49,107,46,0,0,2,0,0,18,1754
"ORL","2019-20",73,1336,623,61,76,96,45,74,34,0,0,2,0,0,9,1419
"GSW","2019-20",65,1304,598,66,62,81,26,87,38,0,0,2,0,0,6,1308
"HOU","2019-20",72,1566,739,106,81,88,57,85,62,0,0,3,0,0,6,1515
"MIL","2019-20",73,1431,650,79,77,128,76,111,42,0,0,2,0,0,19,1585
"OKC","2003-04",82,1784,817,153,0,161,0,0,0,0,0,3,0,0,42,0
"TOR","2003-04",82,1748,857,83,0,165,0,0,0,0,0,1,0,0,31,0
"MEM","2003-04",82,1903,848,128,0,173,0,0,0,0,0,0,0,0,16,0
"UTA","2003-04",82,2096,899,82,0,212,0,0,0,0,0,4,0,0,37,0
"WAS","2003-04",82,1711,764,117,0,167,0,0,0,0,0,1,0,0,20,0
"DET","2003-04",82,1663,693,97,0,179,0,0,0,0,0,1,0,0,11,0
"MEM","2015-16",82,1783,841,124,108,93,36,109,47,40,30,4,0,0,18,1729
"WAS","2015-16",82,1708,794,90,123,99,34,115,58,57,63,5,0,0,22,1648
"BOS","2018-19",82,1670,811,82,122,114,46,88,55,0,0,3,0,0,11,1601
"IND","2018-19",82,1594,739,101,129,98,43,95,56,0,0,1,0,0,13,1642
"OKC","2000-01",82,1733,708,126,0,184,0,0,0,0,0,3,0,0,27,0
"CHA","2000-01",82,1753,791,151,0,199,0,0,0,0,0,5,0,0,18,0
"TOR","2000-01",82,1745,769,112,0,153,0,0,0,0,0,2,0,0,12,0
"UTA","2000-01",82,2108,810,134,0,178,0,0,0,0,0,3,0,0,32,0
"MEM","2000-01",82,1732,699,108,0,173,0,0,0,0,0,5,0,0,27,0
"WAS","2000-01",82,1913,822,121,0,239,0,0,0,0,0,1,0,0,25,0
"DET","2000-01",82,1955,797,131,0,172,0,0,0,0,0,2,0,0,29,0
"MIL","2018-19",82,1608,735,116,64,86,84,69,70,0,0,1,0,0,17,1653
"ATL","2016-17",82,1491,732,117,122,85,48,114,76,62,53,0,0,0,20,1767
"TOR","2018-19",82,1724,753,122,89,99,46,84,63,0,0,2,0,0,27,1680
"GSW","2018-19",82,1757,855,80,91,128,26,81,60,0,0,0,0,0,10,1600
"PHI","2018-19",82,1745,866,95,99,119,50,68,25,0,0,2,0,0,12,1816
"NYK","2019-20",66,1464,704,73,76,112,46,68,21,0,0,2,0,0,12,1305
"POR","2019-20",74,1606,751,112,103,116,28,107,26,0,0,2,0,0,23,1488
"DEN","2018-19",82,1644,777,93,113,88,45,69,44,0,0,2,0,0,19,1675
"MIN","2018-19",82,1664,783,125,118,100,55,96,60,0,0,1,0,0,9,1795
"ORL","2018-19",82,1526,734,73,80,79,48,105,50,0,0,1,0,0,18,1537
"NYK","2018-19",82,1713,874,94,91,90,54,98,50,0,0,5,0,0,12,1708
"SAC","2018-19",82,1751,847,94,96,81,43,163,20,0,0,1,0,0,13,1751
"LAC","2003-04",82,1816,830,99,0,191,0,0,0,0,0,5,0,0,24,0
"LAL","2003-04",82,1732,769,114,0,122,0,0,0,0,0,1,0,0,22,0
"MIA","2003-04",82,1812,808,123,0,178,0,0,0,0,0,3,0,0,29,0
"MIL","2003-04",82,1668,798,108,0,120,0,0,0,0,0,2,0,0,20,0
"MIN","2003-04",82,1731,791,117,0,152,0,0,0,0,0,3,0,0,45,0
"BKN","2003-04",82,1722,732,119,0,175,0,0,0,0,0,2,0,0,19,0
"NYK","2003-04",82,1897,894,126,0,188,0,0,0,0,0,5,0,0,35,0
"ORL","2003-04",82,1744,810,135,0,143,0,0,0,0,0,7,0,0,24,0
"ATL","2003-04",82,1825,793,104,0,158,0,0,0,0,0,1,0,0,29,0
"IND","2003-04",82,1709,739,125,0,180,0,0,0,0,0,4,0,0,21,0
"BOS","2003-04",82,1837,862,127,0,177,0,0,0,0,0,1,0,0,53,0
"CLE","2003-04",82,1743,865,114,0,160,0,0,0,0,0,4,0,0,16,0
"NOP","2003-04",82,1714,719,135,0,183,0,0,0,0,0,3,0,0,34,0
"CHI","2003-04",82,1911,832,114,0,194,0,0,0,0,0,8,0,0,32,0
"DAL","2003-04",82,1609,837,116,0,106,0,0,0,0,0,4,0,0,30,0
"DEN","2003-04",82,1804,830,120,0,185,0,0,0,0,0,3,0,0,18,0
"GSW","2003-04",82,1691,744,123,0,123,0,0,0,0,0,2,0,0,17,0
"HOU","2003-04",82,1762,800,130,0,168,0,0,0,0,0,5,0,0,29,0
"PHI","2003-04",82,1701,793,113,0,143,0,0,0,0,0,2,0,0,25,0
"PHX","2003-04",82,1862,855,102,0,193,0,0,0,0,0,1,0,0,29,0
"POR","2003-04",82,1554,656,98,0,146,0,0,0,0,0,3,0,0,22,0
"SAC","2003-04",82,1586,725,115,0,125,0,0,0,0,0,3,0,0,15,0
"SAS","2003-04",82,1667,767,139,0,147,0,0,0,0,0,1,0,0,20,0
"DET","2002-03",82,1748,760,78,0,182,0,0,0,0,0,1,0,0,21,0
"ATL","2019-20",67,1548,783,87,89,86,39,91,29,0,0,4,0,0,16,1402
"ATL","2014-15",82,1457,753,63,118,67,56,49,75,47,34,0,0,0,12,1609
"CLE","2014-15",82,1510,696,104,125,94,40,77,29,27,49,2,0,0,5,1679
"NOP","2018-19",82,1732,801,92,104,76,62,92,35,0,0,0,0,0,14,1721
"BKN","2018-19",82,1763,781,137,106,133,55,144,28,0,0,2,0,0,15,1806
"OKC","2018-19",82,1839,771,126,111,105,48,160,47,0,0,2,0,0,8,1844
"SAS","2018-19",82,1487,749,89,77,81,30,123,26,0,0,1,0,0,10,1611
"BKN","2008-09",82,1838,948,95,100,129,0,121,0,0,0,1,0,0,33,1678
"DAL","2018-19",82,1650,761,76,100,99,38,125,70,0,0,1,0,0,11,1905
"UTA","2018-19",82,1728,763,103,103,111,36,123,31,0,0,1,0,0,17,1835
"BOS","2000-01",82,1952,812,159,0,168,0,0,0,0,0,3,0,0,26,0
"HOU","2000-01",82,1657,739,124,0,166,0,0,0,0,0,6,0,0,21,0
"LAC","2000-01",82,1775,804,94,0,161,0,0,0,0,0,4,0,0,26,0
"LAL","2000-01",82,1872,817,114,0,157,0,0,0,0,0,2,0,0,18,0
"CLE","2000-01",82,1904,809,107,0,222,0,0,0,0,0,9,0,0,30,0
"CHI","2000-01",82,1902,837,121,0,168,0,0,0,0,0,5,0,0,25,0
"DAL","2000-01",82,1907,836,146,0,139,0,0,0,0,0,4,0,0,38,0
"DEN","2000-01",82,1819,782,138,0,167,0,0,0,0,0,3,0,0,18,0
"GSW","2000-01",82,1727,844,107,0,157,0,0,0,0,0,7,0,0,18,0
"ATL","2000-01",82,1862,831,92,0,171,0,0,0,0,0,5,0,0,35,0
"MIA","2000-01",82,1726,668,101,0,163,0,0,0,0,0,2,0,0,22,0
"MIL","2000-01",82,1928,858,144,0,171,0,0,0,0,0,2,0,0,42,0
"MIN","2000-01",82,1900,843,125,0,141,0,0,0,0,0,6,0,0,34,0
"BKN","2000-01",82,1982,860,125,0,179,0,0,0,0,0,2,0,0,18,0
"NYK","2000-01",82,1862,774,144,0,176,0,0,0,0,0,2,0,0,20,0
"ORL","2000-01",82,2071,988,104,0,153,0,0,0,0,0,4,0,0,56,0
"IND","2000-01",82,1926,817,132,0,269,0,0,0,0,0,2,0,0,11,0
"PHI","2000-01",82,1673,665,110,0,177,0,1,0,0,0,2,0,0,23,1
"PHX","2000-01",82,1864,790,113,0,166,0,0,0,0,0,3,0,0,32,0
"POR","2000-01",82,1745,740,100,0,175,0,0,0,0,0,6,0,0,13,0
"SAC","2000-01",82,1596,709,104,0,140,0,0,0,0,0,4,0,0,14,0
"SAS","2000-01",82,1551,700,96,0,140,0,0,0,0,0,6,0,0,25,0
"LAC","2018-19",82,1913,858,89,94,108,42,107,57,0,0,3,0,0,17,1969
"ATL","2002-03",82,1783,798,62,0,157,0,1,0,0,0,4,0,0,36,1
"BOS","2002-03",82,1758,812,141,0,159,0,0,0,0,0,4,0,0,52,0
"CLE","2002-03",82,1864,930,139,0,167,0,0,0,0,0,3,0,0,38,0
"NOP","2002-03",82,1769,778,144,0,181,0,0,0,0,0,1,0,0,33,0
"CHI","2002-03",82,2028,943,100,0,217,0,0,0,0,0,3,0,0,42,0
"DAL","2002-03",82,1730,817,178,0,103,0,0,0,0,0,3,0,0,39,0
"DEN","2002-03",82,2056,864,153,0,214,0,0,0,0,0,0,0,0,30,0
"GSW","2002-03",82,1786,826,141,0,176,0,0,0,0,0,4,0,0,36,0
"HOU","2002-03",82,1602,764,105,0,153,0,0,0,0,0,0,0,0,26,0
"LAC","2002-03",82,1784,760,105,0,184,0,0,0,0,0,2,0,0,44,0
"LAL","2002-03",82,1874,825,114,0,157,0,0,0,0,0,1,0,0,27,0
"MIA","2002-03",82,1854,801,114,0,155,0,0,0,0,0,3,0,0,43,0
"MIL","2002-03",82,1820,834,126,0,146,0,0,0,0,0,1,0,0,48,0
"TOR","2002-03",82,1761,820,101,0,175,0,0,0,0,0,1,0,0,26,0
"UTA","2002-03",82,1837,834,118,0,156,0,0,0,0,0,3,0,0,35,0
"MEM","2002-03",82,1678,773,101,0,141,0,0,0,0,0,2,0,0,28,0
"WAS","2002-03",82,1644,737,111,0,138,0,0,0,0,0,2,0,0,30,0
"MIN","2002-03",82,1704,749,134,0,147,0,0,0,0,0,2,0,0,52,0
"BKN","2002-03",82,1772,769,123,0,161,0,0,0,0,0,4,0,0,22,0
"NYK","2002-03",82,1888,866,149,0,147,0,1,0,0,0,2,0,0,30,1
"ORL","2002-03",82,1888,854,117,0,152,0,0,0,0,0,2,0,0,45,0
"IND","2002-03",82,1811,708,165,0,171,0,1,0,0,0,5,0,0,26,1
"PHI","2002-03",82,1804,776,139,0,128,0,0,0,0,0,2,0,0,39,0
"PHX","2002-03",82,1801,734,136,0,172,0,0,0,0,0,2,0,0,59,0
"POR","2002-03",82,1634,674,132,0,134,0,0,0,0,0,4,0,0,28,0
"SAC","2002-03",82,1666,825,110,0,146,0,0,0,0,0,2,0,0,27,0
"SAS","2002-03",82,1672,694,118,0,172,0,0,0,0,0,1,0,0,32,0
"OKC","2002-03",82,1711,713,131,0,195,0,0,0,0,0,4,0,0,48,0
"DET","2015-16",82,1557,738,106,88,110,47,104,70,38,26,1,0,0,15,1769
"WAS","2018-19",82,1701,816,67,107,80,52,107,57,0,0,1,0,0,12,1740
"ORL","2014-15",82,1714,781,87,85,133,58,84,30,43,49,6,0,0,22,1467
"SAS","2014-15",82,1564,749,113,74,96,41,103,49,96,89,1,0,0,5,1611
"OKC","2014-15",82,1829,770,121,125,132,57,94,31,62,56,6,0,0,24,1666
"TOR","2014-15",82,1712,765,142,100,106,51,118,73,110,78,7,0,0,15,1666
"IND","2014-15",82,1742,824,124,142,115,55,114,50,80,88,3,0,0,2,1749
"PHI","2014-15",82,1778,856,111,105,83,81,118,21,44,57,3,0,0,13,1657
"PHX","2014-15",82,1744,804,112,68,103,33,118,58,98,101,2,0,0,14,1661
"POR","2014-15",82,1494,736,93,117,81,27,106,33,40,48,5,0,0,16,1530
"SAC","2014-15",82,1696,803,146,127,104,68,79,61,55,57,3,0,0,14,1952
"DEN","2013-14",82,1890,869,132,123,122,46,100,38,77,75,3,0,0,21,1777
"MIL","2013-14",82,1713,833,99,122,130,33,147,31,144,162,3,0,0,16,1688
"PHI","2013-14",82,1844,945,111,98,101,70,83,49,28,27,2,0,0,25,1686
"PHX","2013-14",82,1798,871,88,97,122,39,113,47,75,88,4,0,0,14,1746
"POR","2013-14",82,1576,790,91,137,97,35,127,41,38,51,2,0,0,14,1696
"TOR","2013-14",82,1882,820,165,139,140,42,126,68,93,83,1,0,0,20,1810
"CLE","2018-19",82,1642,729,107,114,97,29,116,43,0,0,3,0,0,7,1590
"ATL","2001-02",82,1702,822,89,0,126,0,0,0,0,0,4,0,0,28,0
"BOS","2001-02",82,1776,814,136,0,141,0,0,0,0,0,4,0,0,59,0
"CLE","2001-02",82,1752,827,148,0,196,0,0,0,0,0,2,0,0,38,0
"CHI","2001-02",82,1834,832,111,0,172,0,0,0,0,0,5,0,0,27,0
"DAL","2001-02",82,1842,875,133,0,111,0,1,0,0,0,0,0,0,37,1
"DEN","2001-02",82,1873,846,134,0,163,0,0,0,0,0,4,0,0,30,0
"GSW","2001-02",82,1884,806,162,0,204,0,0,0,0,0,2,0,0,36,0
"HOU","2001-02",82,1476,686,97,0,133,0,0,0,0,0,1,0,0,22,0
"ATL","2018-19",82,1932,938,111,96,108,45,125,45,0,0,4,0,0,25,1816
"PHX","2018-19",82,1932,918,104,87,112,49,107,34,0,0,2,0,0,21,1694
"DET","2018-19",82,1811,782,86,77,143,37,100,54,0,0,5,0,0,13,1748
"LAL","2012-13",82,1467,689,99,134,97,42,79,27,30,47,3,0,0,24,1888
"BOS","2012-13",81,1717,794,92,90,113,48,83,52,77,70,6,0,0,28,1571
"HOU","2012-13",82,1662,728,100,80,94,72,88,54,48,55,2,0,0,17,1671
"MIA","2012-13",82,1533,763,97,84,82,49,68,84,39,23,3,0,0,8,1666
"MIL","2012-13",82,1554,807,70,109,88,36,156,53,42,41,6,0,0,12,1567
"MIN","2012-13",82,1509,721,65,103,94,46,169,55,49,56,3,0,0,11,1842
"LAC","2012-13",82,1716,784,112,106,107,49,91,33,49,42,7,0,0,30,1708
"CHA","2018-19",82,1550,742,88,109,95,36,103,49,0,0,0,0,0,20,1681
"BOS","2011-12",66,1315,632,85,66,97,28,75,43,47,46,2,0,0,27,1217
"CLE","2011-12",66,1317,628,79,84,96,42,88,43,26,32,1,0,0,16,1380
"MIL","2011-12",66,1273,635,68,87,68,19,143,41,21,14,2,0,0,20,1278
"IND","2011-12",66,1430,697,98,92,83,56,76,33,49,46,1,0,0,17,1426
"PHI","2011-12",66,1157,613,57,61,53,32,61,32,12,18,2,0,0,30,1070
"PHX","2011-12",66,1233,613,58,80,66,35,90,65,60,58,3,0,0,23,1291
"WAS","2011-12",66,1405,677,83,67,103,52,69,57,34,39,0,0,0,23,1230
"DET","2011-12",66,1293,663,56,95,65,48,78,50,24,19,1,0,0,10,1282
"LAC","2001-02",82,1624,723,97,0,177,0,0,0,0,0,3,0,0,32,0
"LAL","2001-02",82,1822,763,122,0,141,0,0,0,0,0,2,0,0,36,0
"MIA","2001-02",82,1846,780,130,0,169,0,0,0,0,0,3,0,0,56,0
"MIL","2001-02",82,1788,805,134,0,193,0,0,0,0,0,5,0,0,34,0
"MIN","2001-02",82,1739,771,144,0,180,0,0,0,0,0,6,0,0,45,0
"BKN","2001-02",82,1734,754,131,0,160,0,1,0,0,0,2,0,0,14,1
"NYK","2001-02",82,1800,832,155,0,148,0,0,0,0,0,6,0,0,20,0
"SAC","2001-02",82,1560,741,94,0,144,0,0,0,0,0,4,0,0,27,0
"SAS","2001-02",82,1575,677,123,0,152,0,0,0,0,0,4,0,0,27,0
"OKC","2001-02",82,1732,749,137,0,172,0,0,0,0,0,0,0,0,41,0
"TOR","2001-02",82,1771,837,110,0,151,0,0,0,0,0,0,0,0,22,0
"MEM","2001-02",82,1571,754,78,0,135,0,0,0,0,0,5,0,0,30,0
"WAS","2001-02",82,1763,731,127,0,150,0,0,0,0,0,4,0,0,11,0
"DET","2001-02",82,1695,732,75,0,167,0,0,0,0,0,4,0,0,17,0
"CHA","2001-02",82,1746,808,157,0,188,0,2,0,0,0,3,0,0,41,2
"ORL","2001-02",82,1700,808,97,0,117,0,0,0,0,0,4,0,0,48,0
"UTA","2001-02",82,1971,880,121,0,167,0,0,0,0,0,4,0,0,35,0
"IND","2001-02",82,1876,794,152,0,228,0,1,0,0,0,0,0,0,28,1
"PHI","2001-02",82,1645,693,118,0,165,0,0,0,0,0,3,0,0,64,0
"PHX","2001-02",82,1785,769,153,0,161,0,0,0,0,0,4,0,0,40,0
"POR","2001-02",82,1613,695,116,0,151,0,0,0,0,0,5,0,0,31,0
"MIL","2005-06",82,1902,892,95,124,177,0,209,0,0,0,1,0,0,30,1932
"MIN","2005-06",82,1889,822,105,84,200,0,146,0,0,0,1,0,0,34,1733
"BKN","2005-06",82,1903,871,114,113,160,0,195,0,0,0,1,0,0,45,1886
"NYK","2005-06",82,2157,938,103,90,283,0,179,0,0,0,1,0,0,30,2044
"ORL","2005-06",82,1908,930,78,115,188,0,165,0,0,0,1,0,0,42,1899
"IND","2005-06",82,1821,848,130,128,218,0,119,0,0,0,3,0,0,26,1799
"PHI","2005-06",82,1712,883,129,95,113,0,173,0,0,0,5,0,0,41,1898
"PHX","2005-06",82,1683,831,83,100,126,0,255,0,0,0,2,0,0,31,1619
"POR","2005-06",82,1828,752,90,95,183,0,134,0,0,0,4,0,0,34,1696
"SAC","2005-06",82,1672,738,100,127,132,0,186,0,0,0,3,0,0,23,1868
"DEN","2010-11",82,1719,839,100,128,138,42,104,14,46,74,4,0,0,34,1861
"GSW","2010-11",82,1806,961,87,90,97,44,107,40,38,44,2,0,0,40,1511
"LAC","2010-11",82,1733,905,102,143,103,79,79,73,56,48,0,0,0,38,1808
"ORL","2010-11",82,1640,795,90,108,125,40,105,52,31,14,2,0,0,53,1788
"SAC","2010-11",82,1805,885,124,106,100,104,102,67,42,50,2,0,0,38,1722
"OKC","2010-11",82,1836,919,114,99,106,94,64,59,55,52,3,0,0,27,1763
"TOR","2010-11",82,1807,917,106,90,76,83,71,54,59,88,2,0,0,44,1619
"UTA","2010-11",82,1865,957,95,117,93,75,121,69,29,29,3,0,0,16,1799
"MEM","2010-11",82,1705,811,105,117,94,51,104,57,20,28,2,0,0,28,1750
"CHI","2018-19",82,1663,763,86,81,105,49,95,35,0,0,3,0,0,17,1532
"POR","2018-19",82,1669,810,90,121,135,39,108,21,0,0,2,0,0,16,1697
"IND","2009-10",82,1848,1000,113,98,133,0,185,0,0,0,5,0,0,42,1708
"PHI","2004-05",82,1878,947,126,0,136,0,0,0,0,0,4,0,0,52,0
"LAL","2018-19",82,1701,779,90,108,114,53,109,39,0,0,2,0,0,30,1706
"NOP","2019-20",72,1524,762,67,97,99,63,109,40,0,0,1,0,0,14,1519
"TOR","2019-20",72,1559,680,110,71,98,60,68,58,0,0,2,0,0,24,1466
"LAC","2019-20",72,1594,753,61,82,113,37,96,63,0,0,1,0,0,13,1647
"CHI","2019-20",65,1417,688,63,64,85,36,99,63,0,0,1,0,0,15,1245
"BOS","2019-20",72,1553,740,91,106,106,32,92,62,0,0,1,0,0,8,1485
"SAC","2019-20",72,1595,718,97,84,109,35,142,27,0,0,0,0,0,10,1404
"OKC","2019-20",72,1390,615,90,95,90,44,107,48,0,0,1,0,0,7,1640
"DET","2019-20",66,1299,600,69,69,85,40,83,25,0,0,1,0,0,5,1307
"WAS","2007-08",82,1606,785,81,92,120,0,122,0,0,0,4,0,0,35,1656
"MEM","2007-08",82,1592,778,69,118,162,0,200,0,0,0,1,0,0,25,1841
"DET","2007-08",82,1688,879,98,124,144,0,88,0,0,0,1,0,0,17,1613
"PHI","2007-08",82,1620,748,131,125,140,0,122,0,0,0,1,0,0,24,1707
"PHX","2007-08",82,1633,827,88,65,155,0,173,0,0,0,1,0,0,29,1728
"POR","2007-08",82,1642,799,107,100,160,0,181,0,0,0,2,0,0,44,1650
"SAC","2007-08",82,1839,972,121,118,167,0,166,0,0,0,6,0,0,37,1887
"SAS","2007-08",82,1537,699,102,81,115,0,155,0,0,0,5,0,0,21,1619
"OKC","2007-08",82,1680,913,107,106,157,0,110,0,0,0,3,0,0,24,1608
"NOP","2014-15",82,1530,764,89,122,89,49,72,19,57,61,3,0,0,18,1532
"CHI","2014-15",82,1495,737,91,109,69,41,70,68,39,33,4,0,0,11,1736
"DAL","2014-15",82,1645,795,112,131,80,40,148,90,125,145,2,0,0,13,1812
"DEN","2014-15",82,1882,863,123,118,131,37,100,31,68,67,4,0,0,19,1696
"BOS","2014-15",82,1738,763,121,126,86,50,125,50,87,82,2,0,0,7,1538
"UTA","2014-15",82,1583,764,89,83,95,51,81,18,33,33,1,0,0,10,1604
"MEM","2014-15",82,1567,683,127,119,96,36,95,33,45,33,1,0,0,6,1659
"WAS","2014-15",82,1707,830,114,97,151,19,138,29,52,59,6,0,0,9,1607
"BOS","2016-17",82,1686,833,119,116,77,35,108,65,76,72,1,0,0,23,1661
"GSW","2016-17",82,1585,825,89,110,91,34,59,32,32,41,3,0,0,20,1587
"HOU","2016-17",82,1634,783,131,91,63,54,109,93,89,62,1,0,0,17,1670
"LAC","2016-17",82,1626,810,103,119,72,25,81,60,55,76,2,0,0,21,1835
"LAL","2016-17",82,1698,876,104,69,104,48,84,27,41,54,2,0,0,18,1518
"MIA","2016-17",82,1680,821,104,104,82,42,112,29,74,59,2,0,0,11,1525
